TransactionKey,TransactionId,TransactionTs,DateKey,TimeOfDay,CustomerKey,AccountKey,CardKey,MerchantKey,ChannelKey,CurrencyKey,TransactionType,Amount,CurrencyCode,AmountUsd,Status,FraudScore,IsFraud,MerchantCountry,MerchantLatitude,MerchantLongitude,IsInternational
6903,TXN00006903,2025-01-05T14:46:07Z,20250105,14:46:07,1,1,1,10,8,2,Purchase,7.07,EUR,7.71,Approved,0.196,0,UK,51.5074,-0.1278,1
6904,TXN00006904,2026-02-19T06:46:52Z,20260219,06:46:52,166,321,163,12,1,1,Purchase,492.91,USD,492.91,Approved,0.06,0,France,48.8566,2.3522,0
6905,TXN00006905,2026-06-20T08:08:27Z,20260620,08:08:27,197,383,196,5,4,1,Transfer,615.69,USD,615.69,Approved,0.228,0,USA,37.3318,-122.0312,1
6906,TXN00006906,2025-02-16T09:47:22Z,20250216,09:47:22,143,272,131,18,1,3,Purchase,3938.75,GBP,5002.21,Approved,0.449,0,Singapore,1.3644,103.9915,1
6907,TXN00006907,2025-02-09T17:38:15Z,20250209,17:38:15,160,308,155,12,7,2,Direct Debit,173.35,EUR,188.95,Approved,0.213,0,France,48.8566,2.3522,0
6908,TXN00006908,2026-02-02T23:03:51Z,20260202,23:03:51,35,76,37,20,1,1,Purchase,165.28,USD,165.28,Approved,0.223,0,Japan,35.6655,139.73,0
6909,TXN00006909,2026-06-20T00:27:32Z,20260620,00:27:32,192,373,190,7,3,6,Purchase,282.16,AED,76.18,Approved,0.198,0,USA,37.2266,-121.9747,0
6910,TXN00006910,2025-01-22T03:17:38Z,20250122,03:17:38,157,301,149,8,8,2,Purchase,1836.01,EUR,2001.25,Approved,0.152,0,USA,38.9847,-77.0947,0
6911,TXN00006911,2025-08-13T22:15:58Z,20250813,22:15:58,58,118,58,22,8,7,Purchase,345.99,SGD,256.03,Approved,0.264,0,Nigeria,6.5244,3.3792,1
6912,TXN00006912,2026-04-16T22:12:19Z,20260416,22:12:19,198,386,198,16,3,1,Purchase,346.48,USD,346.48,Approved,0.333,0,India,12.9716,77.5946,0
6913,TXN00006913,2026-06-19T01:10:15Z,20260619,01:10:15,165,319,162,15,5,3,Transfer,102.68,GBP,130.4,Approved,0.22,0,UAE,25.1972,55.2796,1
6914,TXN00006914,2026-02-11T01:07:42Z,20260211,01:07:42,213,413,214,12,2,4,Withdrawal,100,INR,1.2,Approved,0.258,0,France,48.8566,2.3522,0
6915,TXN00006915,2026-06-19T13:32:01Z,20260619,13:32:01,10,25,13,13,7,1,Direct Debit,3988.88,USD,3988.88,Approved,0.282,0,Germany,50.0379,8.5622,0
6916,TXN00006916,2025-06-09T10:11:13Z,20250609,10:11:13,86,168,79,19,7,1,Direct Debit,61.56,USD,61.56,Approved,0.124,0,Singapore,1.2966,103.7764,0
6917,TXN00006917,2026-06-18T16:18:51Z,20260618,16:18:51,190,370,188,20,3,1,Purchase,188.47,USD,188.47,Approved,0.318,0,Japan,35.6655,139.73,0
6918,TXN00006918,2026-06-19T10:24:19Z,20260619,10:24:19,144,276,134,9,6,3,Wire,57516.52,GBP,73045.98,Approved,0.45,0,UK,51.47,-0.4543,1
6919,TXN00006919,2025-12-05T12:24:02Z,20251205,12:24:02,58,117,57,9,4,7,Transfer,1568.16,SGD,1160.44,Approved,0.192,0,UK,51.47,-0.4543,0
6920,TXN00006920,2025-01-12T02:53:53Z,20250112,02:53:53,160,308,155,12,1,2,Purchase,128.86,EUR,140.46,Approved,0.203,0,France,48.8566,2.3522,0
6921,TXN00006921,2025-02-21T03:31:42Z,20250221,03:31:42,199,388,200,15,4,3,Transfer,102.41,GBP,130.06,Approved,0.174,0,UAE,25.1972,55.2796,0
6922,TXN00006922,2026-03-05T06:55:24Z,20260305,06:55:24,125,240,114,15,7,6,Direct Debit,421.97,AED,113.93,Approved,0.227,0,UAE,25.1972,55.2796,0
6923,TXN00006923,2025-08-14T20:27:40Z,20250814,20:27:40,82,161,75,2,4,3,Transfer,322.28,GBP,409.3,Approved,0.224,0,USA,36.3729,-94.2088,0
6924,TXN00006924,2026-03-08T05:07:46Z,20260308,05:07:46,87,169,80,2,3,6,Purchase,643.18,AED,173.66,Approved,0.288,0,USA,36.3729,-94.2088,0
6925,TXN00006925,2026-02-20T11:42:47Z,20260220,11:42:47,197,383,196,15,2,1,Withdrawal,40,USD,40.0,Approved,0.104,0,UAE,25.1972,55.2796,1
6926,TXN00006926,2025-02-20T15:18:47Z,20250220,15:18:47,112,215,101,8,1,1,Purchase,3598.07,USD,3598.07,Approved,0.215,0,USA,38.9847,-77.0947,0
6927,TXN00006927,2025-04-26T14:26:03Z,20250426,14:26:03,81,160,74,13,3,1,Purchase,2764.86,USD,2764.86,Approved,0.378,0,Germany,50.0379,8.5622,0
6928,TXN00006928,2026-06-19T23:37:03Z,20260619,23:37:03,24,56,30,20,8,4,Purchase,469.84,INR,5.64,Approved,0.136,0,Japan,35.6655,139.73,0
6929,TXN00006929,2026-04-09T05:25:10Z,20260409,05:25:10,104,201,95,15,4,7,Transfer,180.15,SGD,133.31,Approved,0.267,0,UAE,25.1972,55.2796,0
6930,TXN00006930,2026-06-04T15:54:35Z,20260604,15:54:35,80,158,73,19,7,6,Direct Debit,254.1,AED,68.61,Approved,0.266,0,Singapore,1.2966,103.7764,1
6931,TXN00006931,2025-05-12T07:12:34Z,20250512,07:12:34,100,192,90,25,7,3,Direct Debit,412.09,GBP,523.35,Approved,0.369,0,China,22.5431,114.0579,1
6932,TXN00006932,2025-04-10T13:13:34Z,20250410,13:13:34,165,319,162,3,8,3,Purchase,527.52,GBP,669.95,Approved,0.088,0,USA,29.7604,-95.3698,1
6933,TXN00006933,2025-08-03T09:14:09Z,20250803,09:14:09,62,124,60,14,5,1,Transfer,1114.4,USD,1114.4,Approved,0.389,0,UAE,25.2532,55.3657,0
6934,TXN00006934,2026-06-19T00:23:18Z,20260619,00:23:18,192,374,191,10,7,2,Direct Debit,210.73,EUR,229.7,Approved,0.139,0,UK,51.5074,-0.1278,1
6935,TXN00006935,2026-01-10T10:03:20Z,20260110,10:03:20,204,398,206,16,5,1,Transfer,396.18,USD,396.18,Approved,0.149,0,India,12.9716,77.5946,1
6936,TXN00006936,2025-12-25T04:40:33Z,20251225,04:40:33,210,408,213,19,2,4,Withdrawal,500,INR,6.0,Approved,0.08,0,Singapore,1.2966,103.7764,0
6937,TXN00006937,2026-05-08T20:04:29Z,20260508,20:04:29,199,388,200,14,5,3,Transfer,2582.03,GBP,3279.18,Approved,0.401,0,UAE,25.2532,55.3657,0
6938,TXN00006938,2025-07-11T15:42:18Z,20250711,15:42:18,119,228,109,13,5,2,Transfer,2535.2,EUR,2763.37,Approved,0.196,0,Germany,50.0379,8.5622,0
6939,TXN00006939,2026-02-18T09:11:07Z,20260218,09:11:07,151,289,143,20,4,6,Transfer,185.39,AED,50.06,Approved,0.3,0,Japan,35.6655,139.73,0
6940,TXN00006940,2026-03-27T11:42:43Z,20260327,11:42:43,125,240,114,14,5,6,Transfer,1158.88,AED,312.9,Approved,0.348,0,UAE,25.2532,55.3657,0
6941,TXN00006941,2025-10-16T01:30:36Z,20251016,01:30:36,147,283,139,12,4,7,Transfer,225.79,SGD,167.08,Approved,0.146,0,France,48.8566,2.3522,1
6942,TXN00006942,2026-06-20T07:41:59Z,20260620,07:41:59,217,421,218,16,2,6,Withdrawal,200,AED,54.0,Approved,0.232,0,India,12.9716,77.5946,1
6943,TXN00006943,2026-06-19T20:47:32Z,20260619,20:47:32,146,280,137,14,1,2,Purchase,612.67,EUR,667.81,Approved,0.189,0,UAE,25.2532,55.3657,0
6944,TXN00006944,2025-09-18T04:30:14Z,20250918,04:30:14,6,13,8,18,7,3,Direct Debit,2877.99,GBP,3655.05,Approved,0.343,0,Singapore,1.3644,103.9915,0
6945,TXN00006945,2026-06-19T04:25:14Z,20260619,04:25:14,159,305,153,8,8,6,Purchase,4177.1,AED,1127.82,Approved,0.12,0,USA,38.9847,-77.0947,1
6946,TXN00006946,2026-06-18T16:17:46Z,20260618,16:17:46,49,99,47,20,1,4,Purchase,73.51,INR,0.88,Approved,0.148,0,Japan,35.6655,139.73,1
6947,TXN00006947,2026-03-19T14:51:30Z,20260319,14:51:30,176,344,176,19,6,6,Wire,58156.3,AED,15702.2,Approved,0.461,0,Singapore,1.2966,103.7764,1
6948,TXN00006948,2025-06-24T00:11:53Z,20250624,00:11:53,164,317,160,15,4,6,Transfer,588.05,AED,158.77,Approved,0.252,0,UAE,25.1972,55.2796,0
6949,TXN00006949,2026-03-22T17:59:08Z,20260322,17:59:08,3,7,4,8,1,3,Purchase,3782.07,GBP,4803.23,Approved,0.245,0,USA,38.9847,-77.0947,1
6950,TXN00006950,2026-02-23T19:52:49Z,20260223,19:52:49,173,337,175,6,3,4,Purchase,140.89,INR,1.69,Approved,0.21,0,USA,37.7749,-122.4194,0
6951,TXN00006951,2025-06-22T06:11:24Z,20250622,06:11:24,178,347,178,19,6,1,Wire,3145.9,USD,3145.9,Approved,0.305,0,Singapore,1.2966,103.7764,0
6952,TXN00006952,2025-04-28T17:45:05Z,20250428,17:45:05,125,240,114,15,1,6,Purchase,236.53,AED,63.86,Approved,0.242,0,UAE,25.1972,55.2796,0
6953,TXN00006953,2025-06-05T07:33:33Z,20250605,07:33:33,188,367,187,4,8,3,Purchase,126.55,GBP,160.72,Approved,0.022,0,USA,47.581,-122.336,1
6954,TXN00006954,2025-05-24T02:03:55Z,20250524,02:03:55,55,112,54,1,3,1,Purchase,257.11,USD,257.11,Approved,0.29,0,USA,47.6062,-122.3321,0
6955,TXN00006955,2025-05-19T19:51:54Z,20250519,19:51:54,154,296,145,12,6,3,Wire,24941.35,GBP,31675.51,Approved,0.313,0,France,48.8566,2.3522,0
6956,TXN00006956,2026-04-28T12:49:54Z,20260428,12:49:54,154,297,146,12,6,4,Wire,32153.19,INR,385.84,Approved,0.275,0,France,48.8566,2.3522,0
6957,TXN00006957,2025-11-30T14:07:59Z,20251130,14:07:59,55,111,53,4,2,1,Withdrawal,40,USD,40.0,Approved,0.122,0,USA,47.581,-122.336,0
6958,TXN00006958,2026-06-19T09:45:24Z,20260619,09:45:24,178,347,178,19,6,1,Wire,41719.1,USD,41719.1,Approved,0.362,0,Singapore,1.2966,103.7764,0
6959,TXN00006959,2026-06-19T22:36:19Z,20260619,22:36:19,94,182,85,2,7,7,Direct Debit,648.65,SGD,480.0,Approved,0.125,0,USA,36.3729,-94.2088,0
6960,TXN00006960,2026-06-19T03:08:26Z,20260619,03:08:26,111,214,100,24,2,2,Withdrawal,60,EUR,65.4,Approved,0.272,0,Switzerland,46.2044,6.1432,1
6961,TXN00006961,2025-05-17T05:02:30Z,20250517,05:02:30,25,57,31,14,6,1,Wire,39214.57,USD,39214.57,Approved,0.497,0,UAE,25.2532,55.3657,0
6962,TXN00006962,2025-03-14T17:34:48Z,20250314,17:34:48,52,104,49,9,1,6,Purchase,3234.5,AED,873.32,Approved,0.17,0,UK,51.47,-0.4543,1
6963,TXN00006963,2025-11-30T00:00:43Z,20251130,00:00:43,192,373,190,4,2,6,Withdrawal,300,AED,81.0,Approved,0.207,0,USA,47.581,-122.336,0
6964,TXN00006964,2025-05-18T15:34:34Z,20250518,15:34:34,16,39,21,10,4,2,Transfer,530.84,EUR,578.62,Approved,0.108,0,UK,51.5074,-0.1278,0
6965,TXN00006965,2025-10-20T05:09:14Z,20251020,05:09:14,210,407,212,19,5,3,Transfer,385.71,GBP,489.85,Approved,0.229,0,Singapore,1.2966,103.7764,0
6966,TXN00006966,2026-06-19T06:39:35Z,20260619,06:39:35,196,380,195,16,3,6,Purchase,569.05,AED,153.64,Approved,0.328,0,India,12.9716,77.5946,0
6967,TXN00006967,2026-03-30T11:24:07Z,20260330,11:24:07,10,25,13,13,3,1,Purchase,725.18,USD,725.18,Approved,0.402,0,Germany,50.0379,8.5622,0
6968,TXN00006968,2025-09-30T09:01:29Z,20250930,09:01:29,159,305,153,19,2,6,Withdrawal,200,AED,54.0,Approved,0.085,0,Singapore,1.2966,103.7764,0
6969,TXN00006969,2026-06-20T05:50:30Z,20260620,05:50:30,203,396,204,13,3,6,Purchase,3376.6,AED,911.68,Approved,0.256,0,Germany,50.0379,8.5622,0
6970,TXN00006970,2025-05-22T18:54:21Z,20250522,18:54:21,144,276,134,7,6,3,Wire,36249.06,GBP,46036.31,Approved,0.173,0,USA,37.2266,-121.9747,0
6971,TXN00006971,2026-06-19T06:58:16Z,20260619,06:58:16,2,3,2,15,6,4,Wire,10710.44,INR,128.53,Approved,0.375,0,UAE,25.1972,55.2796,0
6972,TXN00006972,2026-03-25T11:36:22Z,20260325,11:36:22,75,150,69,19,6,4,Wire,56904.74,INR,682.86,Approved,0.337,0,Singapore,1.2966,103.7764,0
6973,TXN00006973,2025-06-22T09:21:23Z,20250622,09:21:23,39,83,42,7,8,3,Purchase,457.67,GBP,581.24,Approved,0.166,0,USA,37.2266,-121.9747,0
6974,TXN00006974,2026-01-11T11:14:50Z,20260111,11:14:50,134,255,122,12,7,4,Direct Debit,66.14,INR,0.79,Approved,0.239,0,France,48.8566,2.3522,0
6975,TXN00006975,2026-01-13T11:07:39Z,20260113,11:07:39,131,250,120,5,2,6,Withdrawal,100,AED,27.0,Approved,0.184,0,USA,37.3318,-122.0312,0
6976,TXN00006976,2025-09-13T22:12:24Z,20250913,22:12:24,36,79,39,1,5,1,Transfer,43.43,USD,43.43,Approved,0.302,0,USA,47.6062,-122.3321,0
6977,TXN00006977,2025-05-13T18:51:30Z,20250513,18:51:30,129,246,117,7,6,4,Wire,58609.63,INR,703.32,Approved,0.313,0,USA,37.2266,-121.9747,0
6978,TXN00006978,2026-06-20T09:43:45Z,20260620,09:43:45,62,124,60,12,4,1,Transfer,198.76,USD,198.76,Approved,0.249,0,France,48.8566,2.3522,1
6979,TXN00006979,2026-06-19T17:35:42Z,20260619,17:35:42,199,388,200,15,2,3,Withdrawal,300,GBP,381.0,Approved,0.258,0,UAE,25.1972,55.2796,0
6980,TXN00006980,2025-07-30T02:42:20Z,20250730,02:42:20,6,15,9,19,4,1,Transfer,232.09,USD,232.09,Approved,0.343,0,Singapore,1.2966,103.7764,0
6981,TXN00006981,2026-06-20T06:55:56Z,20260620,06:55:56,207,403,209,16,7,6,Direct Debit,368.27,AED,99.43,Approved,0.253,0,India,12.9716,77.5946,0
6982,TXN00006982,2026-02-08T23:29:56Z,20260208,23:29:56,220,431,224,3,7,1,Direct Debit,232.02,USD,232.02,Approved,0.292,0,USA,29.7604,-95.3698,1
6983,TXN00006983,2026-06-20T06:14:43Z,20260620,06:14:43,121,234,113,20,8,1,Purchase,551.07,USD,551.07,Approved,0.126,0,Japan,35.6655,139.73,0
6984,TXN00006984,2026-06-19T06:50:42Z,20260619,06:50:42,49,99,47,2,6,4,Wire,5944.71,INR,71.34,Approved,0.176,0,USA,36.3729,-94.2088,1
6985,TXN00006985,2025-06-22T10:20:13Z,20250622,10:20:13,176,344,176,6,1,6,Purchase,132.69,AED,35.83,Approved,0.184,0,USA,37.7749,-122.4194,0
6986,TXN00006986,2026-06-05T05:21:20Z,20260605,05:21:20,180,351,180,15,5,6,Transfer,632.29,AED,170.72,Approved,0.274,0,UAE,25.1972,55.2796,0
6987,TXN00006987,2025-09-12T19:10:53Z,20250912,19:10:53,139,263,127,16,6,2,Wire,35291.52,EUR,38467.76,Approved,0.423,0,India,12.9716,77.5946,0
6988,TXN00006988,2026-04-24T15:57:15Z,20260424,15:57:15,190,370,188,11,3,1,Purchase,386.82,USD,386.82,Approved,0.302,0,Spain,40.4168,-3.7038,1
6989,TXN00006989,2025-05-14T04:11:47Z,20250514,04:11:47,181,352,181,18,1,7,Purchase,2927.52,SGD,2166.36,Approved,0.302,0,Singapore,1.3644,103.9915,0
6990,TXN00006990,2026-06-18T15:42:20Z,20260618,15:42:20,115,220,106,4,4,3,Transfer,173.0,GBP,219.71,Approved,0.222,0,USA,47.581,-122.336,0
6991,TXN00006991,2025-05-09T22:06:20Z,20250509,22:06:20,91,177,83,16,2,2,Withdrawal,60,EUR,65.4,Approved,0.349,0,India,12.9716,77.5946,0
6992,TXN00006992,2025-12-12T11:48:15Z,20251212,11:48:15,154,296,145,4,2,3,Withdrawal,500,GBP,635.0,Approved,0.201,0,USA,47.581,-122.336,1
6993,TXN00006993,2025-11-12T05:00:11Z,20251112,05:00:11,147,283,139,20,7,7,Direct Debit,520.02,SGD,384.81,Approved,0.246,0,Japan,35.6655,139.73,0
6994,TXN00006994,2025-02-11T03:39:54Z,20250211,03:39:54,208,404,210,12,1,2,Purchase,43.24,EUR,47.13,Approved,0.225,0,France,48.8566,2.3522,0
6995,TXN00006995,2026-06-19T20:00:40Z,20260619,20:00:40,201,391,202,7,3,2,Purchase,501.69,EUR,546.84,Approved,0.125,0,USA,37.2266,-121.9747,0
6996,TXN00006996,2025-05-18T04:54:16Z,20250518,04:54:16,80,158,73,18,3,6,Purchase,628.03,AED,169.57,Approved,0.408,0,Singapore,1.3644,103.9915,1
6997,TXN00006997,2025-07-06T08:18:53Z,20250706,08:18:53,91,176,82,17,4,1,Transfer,59.44,USD,59.44,Approved,0.091,0,India,19.076,72.8777,0
6998,TXN00006998,2026-06-18T21:48:35Z,20260618,21:48:35,115,220,106,25,1,3,Purchase,31.81,GBP,40.4,Approved,0.244,0,China,22.5431,114.0579,1
6999,TXN00006999,2025-12-12T08:09:50Z,20251212,08:09:50,10,25,13,13,3,1,Purchase,3327.22,USD,3327.22,Approved,0.474,0,Germany,50.0379,8.5622,0
7000,TXN00007000,2025-05-27T12:47:40Z,20250527,12:47:40,197,383,196,16,1,1,Purchase,17.19,USD,17.19,Approved,0.136,0,India,12.9716,77.5946,1
7001,TXN00007001,2026-06-19T09:50:08Z,20260619,09:50:08,94,182,85,5,8,7,Purchase,621.87,SGD,460.18,Approved,0.064,0,USA,37.3318,-122.0312,0
7002,TXN00007002,2026-06-19T10:01:24Z,20260619,10:01:24,196,380,195,10,6,6,Wire,8206.57,AED,2215.77,Approved,0.189,0,UK,51.5074,-0.1278,1
7003,TXN00007003,2025-03-29T07:29:54Z,20250329,07:29:54,10,25,13,13,6,1,Wire,32278.16,USD,32278.16,Approved,0.557,0,Germany,50.0379,8.5622,0
7004,TXN00007004,2025-01-25T10:54:10Z,20250125,10:54:10,162,314,158,20,7,2,Direct Debit,563.6,EUR,614.32,Approved,0.275,0,Japan,35.6655,139.73,0
7005,TXN00007005,2026-06-20T11:01:41Z,20260620,11:01:41,121,234,113,20,1,1,Purchase,359.56,USD,359.56,Approved,0.106,0,Japan,35.6655,139.73,0
7006,TXN00007006,2026-06-19T08:48:00Z,20260619,08:48:00,104,201,95,15,8,7,Purchase,123.91,SGD,91.69,Approved,0.276,0,UAE,25.1972,55.2796,0
7007,TXN00007007,2026-02-16T07:05:49Z,20260216,07:05:49,164,318,161,15,5,2,Transfer,587.39,EUR,640.26,Approved,0.114,0,UAE,25.1972,55.2796,0
7008,TXN00007008,2025-06-28T22:25:32Z,20250628,22:25:32,146,279,136,20,6,2,Wire,15607.14,EUR,17011.78,Approved,0.367,0,Japan,35.6655,139.73,1
7009,TXN00007009,2025-01-05T17:22:48Z,20250105,17:22:48,169,330,171,5,5,2,Transfer,210.15,EUR,229.06,Approved,0.244,0,USA,37.3318,-122.0312,1
7010,TXN00007010,2026-02-25T20:17:51Z,20260225,20:17:51,38,81,41,4,3,3,Purchase,643.18,GBP,816.84,Approved,0.25,0,USA,47.581,-122.336,0
7011,TXN00007011,2026-06-09T01:10:34Z,20260609,01:10:34,3,5,3,11,5,2,Transfer,124.56,EUR,135.77,Approved,0.14,0,Spain,40.4168,-3.7038,1
7012,TXN00007012,2026-03-25T17:04:00Z,20260325,17:04:00,196,380,195,16,3,6,Purchase,174.6,AED,47.14,Approved,0.19,0,India,12.9716,77.5946,0
7013,TXN00007013,2025-10-06T17:06:30Z,20251006,17:06:30,58,117,57,10,4,7,Transfer,49.72,SGD,36.79,Approved,0.152,0,UK,51.5074,-0.1278,0
7014,TXN00007014,2026-06-20T10:08:43Z,20260620,10:08:43,65,129,63,16,2,3,Withdrawal,500,GBP,635.0,Approved,0.142,0,India,12.9716,77.5946,0
7015,TXN00007015,2025-12-08T13:19:21Z,20251208,13:19:21,154,297,146,12,7,4,Direct Debit,454.68,INR,5.46,Approved,0.075,0,France,48.8566,2.3522,0
7016,TXN00007016,2026-01-13T00:07:29Z,20260113,00:07:29,18,43,23,25,6,1,Wire,43482.04,USD,43482.04,Approved,0.857,0,China,22.5431,114.0579,1
7017,TXN00007017,2025-08-07T21:00:48Z,20250807,21:00:48,62,124,60,14,2,1,Withdrawal,300,USD,300.0,Approved,0.172,0,UAE,25.2532,55.3657,0
7018,TXN00007018,2026-01-02T08:34:13Z,20260102,08:34:13,145,277,135,18,5,1,Transfer,2892.31,USD,2892.31,Approved,0.224,0,Singapore,1.3644,103.9915,0
7019,TXN00007019,2026-06-19T00:05:43Z,20260619,00:05:43,102,197,92,19,2,4,Withdrawal,300,INR,3.6,Declined,0.194,0,Singapore,1.2966,103.7764,0
7020,TXN00007020,2026-06-18T15:39:07Z,20260618,15:39:07,208,405,211,12,2,6,Withdrawal,300,AED,81.0,Approved,0.261,0,France,48.8566,2.3522,0
7021,TXN00007021,2026-04-13T21:12:02Z,20260413,21:12:02,131,250,120,3,1,6,Purchase,544.9,AED,147.12,Approved,0.174,0,USA,29.7604,-95.3698,0
7022,TXN00007022,2026-06-18T16:59:06Z,20260618,16:59:06,96,186,87,17,8,4,Purchase,531.6,INR,6.38,Approved,0.126,0,India,19.076,72.8777,0
7023,TXN00007023,2025-06-03T11:29:06Z,20250603,11:29:06,183,355,183,6,5,1,Transfer,545.45,USD,545.45,Approved,0.169,0,USA,37.7749,-122.4194,0
7024,TXN00007024,2025-06-09T16:30:11Z,20250609,16:30:11,94,183,86,3,5,4,Transfer,143.32,INR,1.72,Approved,0.312,0,USA,29.7604,-95.3698,0
7025,TXN00007025,2026-06-20T10:58:17Z,20260620,10:58:17,200,389,201,10,3,4,Purchase,231.24,INR,2.77,Approved,0.116,0,UK,51.5074,-0.1278,0
7026,TXN00007026,2026-01-22T12:52:39Z,20260122,12:52:39,93,180,84,8,7,1,Direct Debit,614.56,USD,614.56,Approved,0.256,0,USA,38.9847,-77.0947,0
7027,TXN00007027,2025-04-01T00:47:08Z,20250401,00:47:08,16,41,22,10,2,4,Withdrawal,500,INR,6.0,Approved,0.114,0,UK,51.5074,-0.1278,0
7028,TXN00007028,2026-06-19T16:54:01Z,20260619,16:54:01,102,197,92,18,5,4,Transfer,450.19,INR,5.4,Approved,0.201,0,Singapore,1.3644,103.9915,0
7029,TXN00007029,2026-02-01T10:00:12Z,20260201,10:00:12,119,228,109,13,2,2,Withdrawal,200,EUR,218.0,Approved,0.185,0,Germany,50.0379,8.5622,0
7030,TXN00007030,2025-12-26T10:32:49Z,20251226,10:32:49,53,105,50,2,1,1,Purchase,390.99,USD,390.99,Approved,0.051,0,USA,36.3729,-94.2088,1
7031,TXN00007031,2026-04-14T22:53:27Z,20260414,22:53:27,172,335,174,17,3,2,Purchase,67.85,EUR,73.96,Approved,0.206,0,India,19.076,72.8777,0
7032,TXN00007032,2026-04-13T22:59:59Z,20260413,22:59:59,18,43,23,6,5,1,Transfer,158.11,USD,158.11,Approved,0.231,0,USA,37.7749,-122.4194,1
7033,TXN00007033,2025-12-31T23:10:39Z,20251231,23:10:39,43,88,44,9,6,6,Wire,18543.73,AED,5006.81,Approved,0.57,0,UK,51.47,-0.4543,0
7034,TXN00007034,2025-04-28T14:39:05Z,20250428,14:39:05,18,44,24,17,6,3,Wire,9991.69,GBP,12689.45,Approved,0.295,0,India,19.076,72.8777,0
7035,TXN00007035,2026-06-20T04:16:25Z,20260620,04:16:25,153,294,144,13,4,3,Transfer,722.03,GBP,916.98,Approved,0.285,0,Germany,50.0379,8.5622,0
7036,TXN00007036,2025-05-19T14:22:45Z,20250519,14:22:45,66,133,65,4,6,2,Wire,36058.17,EUR,39303.41,Approved,0.228,0,USA,47.581,-122.336,1
7037,TXN00007037,2025-09-17T23:19:57Z,20250917,23:19:57,176,344,176,5,3,6,Purchase,107.84,AED,29.12,Approved,0.247,0,USA,37.3318,-122.0312,0
7038,TXN00007038,2026-06-18T14:51:25Z,20260618,14:51:25,217,421,218,4,7,6,Direct Debit,30.81,AED,8.32,Approved,0.141,0,USA,47.581,-122.336,1
7039,TXN00007039,2026-06-20T04:36:44Z,20260620,04:36:44,138,262,126,8,5,1,Transfer,2367.47,USD,2367.47,Approved,0.271,0,USA,38.9847,-77.0947,0
7040,TXN00007040,2026-06-19T14:12:34Z,20260619,14:12:34,143,272,131,12,6,3,Wire,44100.4,GBP,56007.51,Approved,0.203,0,France,48.8566,2.3522,0
7041,TXN00007041,2026-06-19T00:49:36Z,20260619,00:49:36,197,384,197,14,2,2,Withdrawal,500,EUR,545.0,Approved,0.242,0,UAE,25.2532,55.3657,1
7042,TXN00007042,2026-06-19T13:01:27Z,20260619,13:01:27,144,273,132,15,1,4,Purchase,313.24,INR,3.76,Approved,0.2,0,UAE,25.1972,55.2796,1
7043,TXN00007043,2025-06-02T18:51:44Z,20250602,18:51:44,220,430,223,22,2,4,Withdrawal,200,INR,2.4,Approved,0.595,0,Nigeria,6.5244,3.3792,1
7044,TXN00007044,2025-04-18T17:41:07Z,20250418,17:41:07,96,186,87,16,5,4,Transfer,189.32,INR,2.27,Approved,0.121,0,India,12.9716,77.5946,0
7045,TXN00007045,2025-05-20T15:15:05Z,20250520,15:15:05,143,272,131,8,5,3,Transfer,2198.34,GBP,2791.89,Declined,0.335,0,USA,38.9847,-77.0947,1
7046,TXN00007046,2026-06-20T04:14:35Z,20260620,04:14:35,45,91,45,16,6,4,Wire,53668.03,INR,644.02,Approved,0.415,0,India,12.9716,77.5946,1
7047,TXN00007047,2025-12-16T02:13:59Z,20251216,02:13:59,23,51,28,15,6,6,Wire,6871.84,AED,1855.4,Approved,0.295,0,UAE,25.1972,55.2796,0
7048,TXN00007048,2026-06-19T22:42:25Z,20260619,22:42:25,18,43,23,16,3,1,Purchase,361.11,USD,361.11,Approved,0.282,0,India,12.9716,77.5946,0
7049,TXN00007049,2026-01-02T19:39:48Z,20260102,19:39:48,84,165,77,8,6,7,Wire,55240.32,SGD,40877.84,Approved,0.305,0,USA,38.9847,-77.0947,0
7050,TXN00007050,2025-08-30T00:20:02Z,20250830,00:20:02,142,270,130,8,7,1,Direct Debit,1396.99,USD,1396.99,Approved,0.297,0,USA,38.9847,-77.0947,1
7051,TXN00007051,2026-01-25T22:52:36Z,20260125,22:52:36,146,279,136,11,1,2,Purchase,91.67,EUR,99.92,Approved,0.066,0,Spain,40.4168,-3.7038,1
7052,TXN00007052,2026-06-19T23:11:27Z,20260619,23:11:27,93,180,84,2,2,1,Withdrawal,40,USD,40.0,Approved,0.17,0,USA,36.3729,-94.2088,0
7053,TXN00007053,2025-05-24T23:50:48Z,20250524,23:50:48,131,250,120,6,3,6,Purchase,412.34,AED,111.33,Approved,0.209,0,USA,37.7749,-122.4194,0
7054,TXN00007054,2026-06-19T08:39:28Z,20260619,08:39:28,28,63,33,16,6,6,Wire,15605.02,AED,4213.36,Declined,0.406,0,India,12.9716,77.5946,0
7055,TXN00007055,2026-06-20T05:04:14Z,20260620,05:04:14,24,55,29,20,7,6,Direct Debit,607.54,AED,164.04,Approved,0.219,0,Japan,35.6655,139.73,0
7056,TXN00007056,2025-11-10T04:07:26Z,20251110,04:07:26,205,400,208,7,3,2,Purchase,153.23,EUR,167.02,Approved,0.269,0,USA,37.2266,-121.9747,1
