SnapshotKey,CustomerKey,DateKey,SnapshotDate,AccountsHeld,TotalBalanceUsd,MtdTransactions,MtdSpendUsd,CreditScore,RiskBand,ChurnScore
15284,104,20250222,2025-02-22,3,-225593.48,2,4701.07,617,Medium,0.54
15285,105,20250222,2025-02-22,1,-284988.9,0,0.0,809,Medium,0.932
15286,106,20250222,2025-02-22,1,-322834.49,0,0.0,713,Low,0.608
15287,107,20250222,2025-02-22,3,-186496.19,2,7301.89,702,Medium,0.538
15288,108,20250222,2025-02-22,2,-321356.19,0,0.0,656,High,0.854
15289,109,20250222,2025-02-22,1,-2304.51,1,42.19,554,Low,0.051
15290,110,20250222,2025-02-22,2,156276.49,0,0.0,829,Low,0.562
15291,111,20250222,2025-02-22,3,-153059.37,2,3290.44,794,Medium,0.863
15292,112,20250222,2025-02-22,1,-5915.47,0,1314.85,687,Medium,0.802
15293,113,20250222,2025-02-22,2,24716.63,2,4066.39,668,Medium,0.456
15294,114,20250222,2025-02-22,2,38454.7,2,2073.42,834,Low,0.272
15295,115,20250222,2025-02-22,2,53296.05,0,842.85,794,Low,0.897
15296,116,20250222,2025-02-22,1,22974.72,0,0.0,610,High,0.53
15297,117,20250222,2025-02-22,3,409978.13,0,0.0,607,High,0.089
15298,118,20250222,2025-02-22,2,-1135.76,1,4676.75,811,Low,0.519
15299,119,20250222,2025-02-22,1,27768.59,0,2534.19,598,Low,0.507
15300,120,20250222,2025-02-22,4,-204580.77,2,6721.38,586,Medium,0.937
15301,121,20250222,2025-02-22,2,-81128.84,0,1205.34,839,Low,0.326
15302,122,20250222,2025-02-22,2,265070.79,0,0.0,653,High,0.62
15303,123,20250222,2025-02-22,2,97332.28,0,0.0,695,Low,0.892
15304,124,20250222,2025-02-22,1,293431.19,0,0.0,754,Medium,0.476
15305,125,20250222,2025-02-22,1,7704.7,1,1254.55,556,Medium,0.646
15306,126,20250222,2025-02-22,2,118781.6,0,0.0,818,Low,0.877
15307,127,20250222,2025-02-22,1,-1317.71,0,4970.36,648,Low,0.714
15308,128,20250222,2025-02-22,1,36795.89,0,3576.58,575,Medium,0.943
15309,129,20250222,2025-02-22,3,-152615.42,1,58.44,681,Medium,0.695
15310,130,20250222,2025-02-22,2,44153.23,2,8089.31,547,Medium,0.356
15311,131,20250222,2025-02-22,2,43769.18,0,1409.24,809,Medium,0.12
15312,132,20250222,2025-02-22,1,-94321.02,0,0.0,653,Medium,0.778
15313,133,20250222,2025-02-22,2,263938.05,0,34.26,745,High,0.394
15314,134,20250222,2025-02-22,1,34620.62,0,53.77,573,Medium,0.114
15315,135,20250222,2025-02-22,2,28825.73,1,5689.85,772,High,0.407
15316,136,20250222,2025-02-22,2,83766.28,0,0.0,760,Low,0.5
15317,137,20250222,2025-02-22,1,20137.96,0,37.37,758,Low,0.344
15318,138,20250222,2025-02-22,2,-34311.85,0,6491.94,761,Low,0.106
15319,139,20250222,2025-02-22,3,192985.81,1,10607.35,602,Medium,0.4
15320,140,20250222,2025-02-22,2,-2757.66,0,0.0,720,Low,0.124
15321,141,20250222,2025-02-22,1,-157380.25,0,0.0,728,Low,0.124
15322,142,20250222,2025-02-22,3,-247016.15,2,1953.63,553,Low,0.495
15323,143,20250222,2025-02-22,1,-4434.89,0,5224.13,543,High,0.149
15324,144,20250222,2025-02-22,4,237456.9,3,10045.15,811,Low,0.218
15325,145,20250222,2025-02-22,2,44044.72,0,5839.01,566,Low,0.167
15326,146,20250222,2025-02-22,2,57181.28,2,14022.87,766,Low,0.476
15327,147,20250222,2025-02-22,4,239661.94,1,5525.2,809,Medium,0.712
15328,148,20250222,2025-02-22,1,4197.58,0,1125.99,610,Low,0.847
15329,149,20250222,2025-02-22,1,7417.02,0,4193.04,812,High,0.71
15330,150,20250222,2025-02-22,2,-89551.48,0,3699.64,763,Low,0.022
15331,151,20250222,2025-02-22,3,481334.32,0,852.05,688,Low,0.132
15332,152,20250222,2025-02-22,1,-157032.85,0,0.0,585,Medium,0.464
15333,153,20250222,2025-02-22,3,76475.47,0,6338.02,653,Medium,0.271
15334,154,20250222,2025-02-22,2,30665.65,2,4502.37,615,Low,0.223
15335,155,20250222,2025-02-22,1,-4113.89,0,3414.08,630,Medium,0.99
15336,156,20250222,2025-02-22,1,-1367.22,1,1077.91,701,Medium,0.145
15337,157,20250222,2025-02-22,3,-253832.47,2,13973.95,799,Low,0.079
15338,158,20250222,2025-02-22,1,2505.14,1,4600.49,799,High,0.366
15339,159,20250222,2025-02-22,3,1813.01,2,5503.67,704,Low,0.641
15340,160,20250222,2025-02-22,3,-317693.17,2,9769.5,798,High,0.544
15341,161,20250222,2025-02-22,1,3008.73,1,26.55,726,Medium,0.411
15342,162,20250222,2025-02-22,4,-507599.65,2,4591.88,573,Medium,0.366
15343,163,20250222,2025-02-22,2,54653.45,0,1011.07,710,Low,0.093
15344,164,20250222,2025-02-22,2,76552.71,1,6216.14,583,Low,0.33
15345,165,20250222,2025-02-22,1,27714.13,1,6848.71,587,Low,0.688
15346,166,20250222,2025-02-22,3,-73154.53,1,6184.26,638,Low,0.241
15347,167,20250222,2025-02-22,2,-25499.34,2,1029.62,559,Low,0.756
15348,168,20250222,2025-02-22,4,26774.6,3,10928.35,764,High,0.036
15349,169,20250222,2025-02-22,2,34128.73,2,13259.7,659,Low,0.556
15350,170,20250222,2025-02-22,1,7467.3,0,4969.4,735,Low,0.437
15351,171,20250222,2025-02-22,2,-96942.96,0,1090.74,730,Low,0.498
15352,172,20250222,2025-02-22,3,379639.39,0,3353.25,615,Medium,0.742
15353,173,20250222,2025-02-22,3,-281446.73,1,101.87,797,Low,0.398
15354,174,20250222,2025-02-22,1,35579.13,0,0.0,614,High,0.128
15355,175,20250222,2025-02-22,2,-62454.48,0,0.0,580,Medium,0.017
15356,176,20250222,2025-02-22,2,-55601.29,1,1079.96,661,Medium,0.265
15357,177,20250222,2025-02-22,2,-268406.91,1,3216.48,814,Low,0.015
15358,178,20250222,2025-02-22,3,-416115.95,0,6941.17,663,High,0.548
15359,179,20250222,2025-02-22,1,40365.39,0,7743.68,799,Low,0.766
15360,180,20250222,2025-02-22,1,-2833.3,1,2052.01,669,Low,0.823
15361,181,20250222,2025-02-22,1,33576.7,0,2271.58,608,High,0.05
15362,182,20250222,2025-02-22,2,-287155.7,1,10975.05,633,Low,0.782
15363,183,20250222,2025-02-22,2,-89523.33,1,3458.41,698,Medium,0.512
15364,184,20250222,2025-02-22,3,255989.01,0,0.0,564,Low,0.912
15365,185,20250222,2025-02-22,2,-8330.14,0,6786.36,737,High,0.37
15366,186,20250222,2025-02-22,2,-192836.63,1,4577.31,757,Medium,0.069
15367,187,20250222,2025-02-22,3,-240914.01,0,2151.97,696,Low,0.386
15368,188,20250222,2025-02-22,2,-50721.66,0,4505.42,762,Low,0.245
15369,189,20250222,2025-02-22,1,-256864.93,0,0.0,555,Medium,0.151
15370,190,20250222,2025-02-22,2,-66794.77,0,4542.86,725,Medium,0.396
15371,191,20250222,2025-02-22,1,-5240.2,1,4756.1,579,Medium,0.584
15372,192,20250222,2025-02-22,2,23566.93,3,9850.18,795,Low,0.546
15373,193,20250222,2025-02-22,2,397767.33,0,5416.44,791,Medium,0.217
15374,194,20250222,2025-02-22,2,22252.25,1,10606.01,717,Low,0.648
15375,195,20250222,2025-02-22,1,-173863.58,0,0.0,725,Low,0.47
15376,196,20250222,2025-02-22,3,431762.04,0,1562.61,779,Medium,0.89
15377,197,20250222,2025-02-22,3,30580.83,2,8197.84,809,Low,0.457
15378,198,20250222,2025-02-22,2,12969.2,2,10260.69,804,High,0.36
15379,199,20250222,2025-02-22,1,-15133.72,1,7476.08,568,Low,0.683
15380,200,20250222,2025-02-22,2,-317187.55,1,23.66,805,Low,0.87
15381,201,20250222,2025-02-22,3,697.23,1,4937.82,813,Medium,0.095
15382,202,20250222,2025-02-22,2,-80932.15,0,3792.3,828,Low,0.036
15383,203,20250222,2025-02-22,2,37063.28,1,8989.88,832,Medium,0.467
15384,204,20250222,2025-02-22,2,-2958.42,2,5556.28,665,Low,0.775
15385,205,20250222,2025-02-22,1,23829.91,0,6587.81,787,Low,0.504
15386,206,20250222,2025-02-22,1,-168986.7,0,0.0,606,Low,0.839
15387,207,20250222,2025-02-22,2,135869.85,0,806.85,612,Medium,0.109
15388,208,20250222,2025-02-22,2,22843.43,1,2486.1,637,Medium,0.684
15389,209,20250222,2025-02-22,1,-105581.79,0,0.0,798,Medium,0.392
15390,210,20250222,2025-02-22,2,35271.55,2,8532.26,686,Medium,0.624
15391,211,20250222,2025-02-22,1,32501.19,0,0.0,563,Low,0.468
15392,212,20250222,2025-02-22,2,497815.6,0,0.0,821,Medium,0.277
15393,213,20250222,2025-02-22,2,-253441.68,1,30.5,825,Low,0.898
15394,214,20250222,2025-02-22,3,-228265.71,0,5052.15,610,Medium,0.808
15395,215,20250222,2025-02-22,2,35515.4,1,8189.33,703,Medium,0.193
15396,216,20250222,2025-02-22,2,91585.54,0,0.0,783,High,0.822
15397,217,20250222,2025-02-22,4,7985.96,3,4468.52,782,Medium,0.256
15398,218,20250222,2025-02-22,3,100065.76,1,9328.76,734,Low,0.135
15399,219,20250222,2025-02-22,1,-47857.14,0,0.0,700,Medium,0.38
15400,220,20250222,2025-02-22,4,-229666.51,3,15078.63,610,High,0.433
15401,1,20250215,2025-02-15,2,-79152.51,1,4089.4,665,High,0.219
15402,2,20250215,2025-02-15,2,-242935.64,1,118.92,555,Medium,0.082
15403,3,20250215,2025-02-15,3,-280528.5,1,10680.86,754,Low,0.191
15404,4,20250215,2025-02-15,3,22940.96,1,4583.85,619,Low,0.246
15405,5,20250215,2025-02-15,2,-39347.71,1,298.46,562,Medium,0.594
15406,6,20250215,2025-02-15,3,481112.25,2,13952.35,835,High,0.162
15407,7,20250215,2025-02-15,2,-212730.33,0,0.0,734,Low,0.305
15408,8,20250215,2025-02-15,3,18541.47,1,2271.21,627,Medium,0.6
15409,9,20250215,2025-02-15,4,-128452.48,1,4756.92,652,Low,0.56
15410,10,20250215,2025-02-15,3,62403.77,1,3958.64,648,Low,0.75
15411,11,20250215,2025-02-15,1,36883.55,0,0.0,675,Medium,0.134
15412,12,20250215,2025-02-15,2,33848.43,0,2132.99,652,Medium,0.829
15413,13,20250215,2025-02-15,1,-182089.24,0,0.0,756,Medium,0.604
15414,14,20250215,2025-02-15,4,257284.75,1,1724.11,814,Low,0.897
15415,15,20250215,2025-02-15,3,8151.01,1,6686.73,796,High,0.642
15416,16,20250215,2025-02-15,3,439894.72,2,3669.14,731,Low,0.795
15417,17,20250215,2025-02-15,1,-81415.75,0,0.0,662,Low,0.054
15418,18,20250215,2025-02-15,2,38279.51,2,7963.72,605,Low,0.589
15419,19,20250215,2025-02-15,1,-160417.17,0,0.0,699,Low,0.44
15420,20,20250215,2025-02-15,2,20314.32,1,7541.56,572,Low,0.349
15421,21,20250215,2025-02-15,2,-226894.38,0,0.0,657,Low,0.056
15422,22,20250215,2025-02-15,1,29425.3,0,1024.31,607,Medium,0.732
15423,23,20250215,2025-02-15,4,-798553.03,1,1762.43,588,Medium,0.099
15424,24,20250215,2025-02-15,2,24567.97,1,481.71,571,Low,0.451
15425,25,20250215,2025-02-15,2,364636.64,0,4316.73,682,Medium,0.443
15426,26,20250215,2025-02-15,3,-297430.04,0,897.15,547,Low,0.99
15427,27,20250215,2025-02-15,1,-273343.1,0,0.0,734,Medium,0.002
15428,28,20250215,2025-02-15,3,67293.48,2,10653.28,619,Medium,0.205
15429,29,20250215,2025-02-15,3,-337193.18,0,938.13,839,Low,0.394
15430,30,20250215,2025-02-15,1,17785.26,0,0.0,574,Low,0.698
15431,31,20250215,2025-02-15,2,205769.96,0,0.0,581,Medium,0.498
15432,32,20250215,2025-02-15,1,4152.1,0,0.0,662,High,0.314
15433,33,20250215,2025-02-15,2,-511852.38,0,0.0,774,Low,0.639
15434,34,20250215,2025-02-15,1,-13804.39,0,0.0,665,Medium,0.435
15435,35,20250215,2025-02-15,3,-255752.47,1,3805.64,544,High,0.593
15436,36,20250215,2025-02-15,1,43150.85,1,4570.16,823,Low,0.129
15437,37,20250215,2025-02-15,1,-2178.67,0,5018.54,790,Low,0.248
15438,38,20250215,2025-02-15,2,-343647.49,0,1793.56,606,High,0.704
15439,39,20250215,2025-02-15,1,28862.5,0,2683.96,578,Medium,0.99
15440,40,20250215,2025-02-15,1,-178272.62,0,0.0,605,Low,0.048
15441,41,20250215,2025-02-15,1,11871.12,0,0.0,748,Low,0.99
15442,42,20250215,2025-02-15,1,-13597.98,1,1817.17,552,Medium,0.189
15443,43,20250215,2025-02-15,2,-7894.16,1,1553.03,621,Low,0.747
15444,44,20250215,2025-02-15,1,-297677.29,0,0.0,696,Low,0.884
15445,45,20250215,2025-02-15,2,51157.3,1,110.05,682,High,0.304
15446,46,20250215,2025-02-15,4,-99203.92,0,596.3,631,Low,0.65
15447,47,20250215,2025-02-15,1,-264801.78,0,0.0,801,Low,0.096
15448,48,20250215,2025-02-15,2,119486.58,0,0.0,640,Low,0.385
15449,49,20250215,2025-02-15,1,-634.84,1,64.38,799,Medium,0.326
15450,50,20250215,2025-02-15,3,-11246.6,1,3492.27,629,Medium,0.729
15451,51,20250215,2025-02-15,1,-57200.94,0,0.0,778,Medium,0.395
15452,52,20250215,2025-02-15,1,40661.52,1,1855.8,583,Medium,0.247
15453,53,20250215,2025-02-15,3,-197632.68,0,4879.83,655,Low,0.802
15454,54,20250215,2025-02-15,2,17551.03,1,2236.08,752,High,0.773
15455,55,20250215,2025-02-15,3,-288539.68,1,9074.3,594,High,0.832
15456,56,20250215,2025-02-15,2,-176832.57,1,5825.85,608,Medium,0.913
15457,57,20250215,2025-02-15,2,-242162.32,1,74.63,758,Low,0.676
15458,58,20250215,2025-02-15,2,59452.11,2,3332.09,806,Medium,0.464
15459,59,20250215,2025-02-15,2,157865.39,0,0.0,816,Medium,0.077
15460,60,20250215,2025-02-15,2,90531.0,0,0.0,709,Low,0.578
15461,61,20250215,2025-02-15,1,-2765.47,0,9471.56,834,Low,0.443
15462,62,20250215,2025-02-15,2,-237269.73,0,3271.02,819,Medium,0.807
15463,63,20250215,2025-02-15,2,41177.02,0,4960.36,747,Low,0.728
15464,64,20250215,2025-02-15,1,38420.5,0,11.33,582,Low,0.664
15465,65,20250215,2025-02-15,2,-241669.94,1,3900.34,712,Medium,0.817
15466,66,20250215,2025-02-15,3,-202107.77,1,4038.09,566,High,0.99
15467,67,20250215,2025-02-15,2,23113.58,0,0.0,642,Low,0.982
15468,68,20250215,2025-02-15,2,-143264.29,0,11888.2,671,Medium,0.651
15469,69,20250215,2025-02-15,3,212165.57,0,0.0,595,Medium,0.524
15470,70,20250215,2025-02-15,1,32496.86,0,2038.75,578,Low,0.531
15471,71,20250215,2025-02-15,1,-99992.25,0,0.0,829,Medium,0.643
15472,72,20250215,2025-02-15,2,4043.31,0,0.0,755,Low,0.84
15473,73,20250215,2025-02-15,2,-313658.32,1,4737.75,630,Medium,0.744
15474,74,20250215,2025-02-15,2,-291480.97,0,0.0,677,Low,0.336
15475,75,20250215,2025-02-15,2,-310413.84,0,90.75,712,Low,0.026
15476,76,20250215,2025-02-15,3,-289485.92,0,1520.9,681,Low,0.629
15477,77,20250215,2025-02-15,2,37608.42,1,3380.08,791,Low,0.43
15478,78,20250215,2025-02-15,1,-284522.32,0,0.0,782,High,0.472
15479,79,20250215,2025-02-15,1,-32892.29,0,0.0,668,Low,0.274
15480,80,20250215,2025-02-15,1,3542.42,1,718.16,638,High,0.216
15481,81,20250215,2025-02-15,2,-308636.77,0,3625.28,639,Low,0.249
15482,82,20250215,2025-02-15,1,39894.42,0,3742.75,823,Medium,0.33
15483,83,20250215,2025-02-15,3,-377966.49,0,463.23,765,Medium,0.367
15484,84,20250215,2025-02-15,1,18947.23,0,4069.01,617,Low,0.133
15485,85,20250215,2025-02-15,1,-1571.56,0,5092.7,807,Low,0.342
15486,86,20250215,2025-02-15,2,-346467.8,0,2899.67,590,Low,0.99
15487,87,20250215,2025-02-15,2,-110668.94,0,677.74,578,High,0.162
15488,88,20250215,2025-02-15,2,486753.95,1,2885.26,772,High,0.077
15489,89,20250215,2025-02-15,2,-353392.25,0,0.0,818,Low,0.181
15490,90,20250215,2025-02-15,1,-262529.03,0,0.0,764,High,0.139
15491,91,20250215,2025-02-15,2,16851.08,2,6774.48,581,High,0.649
15492,92,20250215,2025-02-15,2,-567616.26,0,0.0,677,Medium,0.538
15493,93,20250215,2025-02-15,2,-115367.31,0,3068.25,791,Medium,0.941
15494,94,20250215,2025-02-15,2,47558.07,1,1207.55,750,Medium,0.61
15495,95,20250215,2025-02-15,2,-328595.15,0,0.0,669,Medium,0.291
15496,96,20250215,2025-02-15,1,-1508.23,1,23.09,567,Medium,0.163
15497,97,20250215,2025-02-15,1,-349979.94,0,0.0,607,Low,0.961
15498,98,20250215,2025-02-15,2,-329034.02,0,4966.52,699,Low,0.562
15499,99,20250215,2025-02-15,2,-139696.15,1,1165.27,618,Medium,0.585
15500,100,20250215,2025-02-15,3,-220384.97,1,5588.1,773,Medium,0.542
15501,101,20250215,2025-02-15,2,-145505.12,0,0.0,752,Low,0.371
15502,102,20250215,2025-02-15,1,40740.37,1,56.92,616,Low,0.466
15503,103,20250215,2025-02-15,1,-12600.13,1,703.34,662,Low,0.631
15504,104,20250215,2025-02-15,3,-225593.48,1,5999.75,617,Medium,0.405
15505,105,20250215,2025-02-15,1,-284988.9,0,0.0,809,Medium,0.776
15506,106,20250215,2025-02-15,1,-322834.49,0,0.0,713,Low,0.539
15507,107,20250215,2025-02-15,3,-186496.19,2,5656.83,702,Medium,0.525
15508,108,20250215,2025-02-15,2,-321356.19,0,0.0,656,High,0.805
15509,109,20250215,2025-02-15,1,-2304.51,0,42.13,554,Low,0.052
15510,110,20250215,2025-02-15,2,156276.49,0,0.0,829,Low,0.628
15511,111,20250215,2025-02-15,3,-153059.37,1,5744.45,794,Medium,0.937
15512,112,20250215,2025-02-15,1,-5915.47,0,1143.62,687,Medium,0.577
15513,113,20250215,2025-02-15,2,24716.63,1,3265.68,668,Medium,0.538
15514,114,20250215,2025-02-15,2,38454.7,2,2738.82,834,Low,0.324
15515,115,20250215,2025-02-15,2,53296.05,0,943.22,794,Low,0.914
15516,116,20250215,2025-02-15,1,22974.72,0,0.0,610,High,0.719
15517,117,20250215,2025-02-15,3,409978.13,0,0.0,607,High,0.088
15518,118,20250215,2025-02-15,2,-1135.76,1,5389.02,811,Low,0.57
15519,119,20250215,2025-02-15,1,27768.59,0,2409.02,598,Low,0.486
15520,120,20250215,2025-02-15,4,-204580.77,2,4146.91,586,Medium,0.835
15521,121,20250215,2025-02-15,2,-81128.84,0,749.43,839,Low,0.401
15522,122,20250215,2025-02-15,2,265070.79,0,0.0,653,High,0.753
15523,123,20250215,2025-02-15,2,97332.28,0,0.0,695,Low,0.801
15524,124,20250215,2025-02-15,1,293431.19,0,0.0,754,Medium,0.664
15525,125,20250215,2025-02-15,1,7704.7,0,1533.26,556,Medium,0.698
15526,126,20250215,2025-02-15,2,118781.6,0,0.0,818,Low,0.97
15527,127,20250215,2025-02-15,1,-1317.71,0,3687.73,648,Low,0.669
15528,128,20250215,2025-02-15,1,36795.89,0,3529.08,575,Medium,0.728
15529,129,20250215,2025-02-15,3,-152615.42,1,69.34,681,Medium,0.78
15530,130,20250215,2025-02-15,2,44153.23,1,6113.26,547,Medium,0.418
15531,131,20250215,2025-02-15,2,43769.18,1,1450.92,809,Medium,0.104
15532,132,20250215,2025-02-15,1,-94321.02,0,0.0,653,Medium,0.99
15533,133,20250215,2025-02-15,2,263938.05,1,42.66,745,High,0.484
15534,134,20250215,2025-02-15,1,34620.62,0,46.33,573,Medium,0.133
15535,135,20250215,2025-02-15,2,28825.73,1,9386.54,772,High,0.602
15536,136,20250215,2025-02-15,2,83766.28,0,0.0,760,Low,0.487
15537,137,20250215,2025-02-15,1,20137.96,1,32.12,758,Low,0.288
15538,138,20250215,2025-02-15,2,-34311.85,1,9822.2,761,Low,0.114
15539,139,20250215,2025-02-15,3,192985.81,2,6915.02,602,Medium,0.345
15540,140,20250215,2025-02-15,2,-2757.66,0,0.0,720,Low,0.118
15541,141,20250215,2025-02-15,1,-157380.25,0,0.0,728,Low,0.113
15542,142,20250215,2025-02-15,3,-247016.15,1,2502.07,553,Low,0.587
15543,143,20250215,2025-02-15,1,-4434.89,0,3896.22,543,High,0.208
15544,144,20250215,2025-02-15,4,237456.9,3,6510.08,811,Low,0.215
15545,145,20250215,2025-02-15,2,44044.72,1,5120.7,566,Low,0.142
15546,146,20250215,2025-02-15,2,57181.28,2,14249.47,766,Low,0.38
15547,147,20250215,2025-02-15,4,239661.94,1,4070.88,809,Medium,0.683
15548,148,20250215,2025-02-15,1,4197.58,1,1082.3,610,Low,0.67
15549,149,20250215,2025-02-15,1,7417.02,0,4872.76,812,High,0.694
15550,150,20250215,2025-02-15,2,-89551.48,0,2374.23,763,Low,0.021
15551,151,20250215,2025-02-15,3,481334.32,0,943.91,688,Low,0.138
15552,152,20250215,2025-02-15,1,-157032.85,0,0.0,585,Medium,0.497
15553,153,20250215,2025-02-15,3,76475.47,1,6829.53,653,Medium,0.324
15554,154,20250215,2025-02-15,2,30665.65,2,3365.28,615,Low,0.201
15555,155,20250215,2025-02-15,1,-4113.89,0,2858.5,630,Medium,0.815
15556,156,20250215,2025-02-15,1,-1367.22,1,959.87,701,Medium,0.172
15557,157,20250215,2025-02-15,3,-253832.47,2,13005.93,799,Low,0.084
15558,158,20250215,2025-02-15,1,2505.14,0,3970.99,799,High,0.4
15559,159,20250215,2025-02-15,3,1813.01,1,7223.44,704,Low,0.548
15560,160,20250215,2025-02-15,3,-317693.17,1,12773.49,798,High,0.774
15561,161,20250215,2025-02-15,1,3008.73,0,39.71,726,Medium,0.385
15562,162,20250215,2025-02-15,4,-507599.65,1,6138.02,573,Medium,0.299
15563,163,20250215,2025-02-15,2,54653.45,1,982.51,710,Low,0.093
15564,164,20250215,2025-02-15,2,76552.71,2,5330.27,583,Low,0.281
15565,165,20250215,2025-02-15,1,27714.13,1,5619.59,587,Low,0.599
15566,166,20250215,2025-02-15,3,-73154.53,1,7833.63,638,Low,0.226
15567,167,20250215,2025-02-15,2,-25499.34,1,661.69,559,Low,0.568
15568,168,20250215,2025-02-15,4,26774.6,2,8175.28,764,High,0.043
15569,169,20250215,2025-02-15,2,34128.73,2,12208.57,659,Low,0.615
15570,170,20250215,2025-02-15,1,7467.3,1,6255.14,735,Low,0.519
15571,171,20250215,2025-02-15,2,-96942.96,0,890.46,730,Low,0.548
15572,172,20250215,2025-02-15,3,379639.39,0,4964.77,615,Medium,0.873
15573,173,20250215,2025-02-15,3,-281446.73,1,83.67,797,Low,0.34
15574,174,20250215,2025-02-15,1,35579.13,0,0.0,614,High,0.126
15575,175,20250215,2025-02-15,2,-62454.48,0,0.0,580,Medium,0.021
15576,176,20250215,2025-02-15,2,-55601.29,1,1247.86,661,Medium,0.301
15577,177,20250215,2025-02-15,2,-268406.91,1,2251.15,814,Low,0.019
15578,178,20250215,2025-02-15,3,-416115.95,1,6456.26,663,High,0.485
15579,179,20250215,2025-02-15,1,40365.39,1,7430.94,799,Low,0.864
15580,180,20250215,2025-02-15,1,-2833.3,0,2035.44,669,Low,0.738
15581,181,20250215,2025-02-15,1,33576.7,1,1224.08,608,High,0.042
15582,182,20250215,2025-02-15,2,-287155.7,0,6894.83,633,Low,0.671
15583,183,20250215,2025-02-15,2,-89523.33,0,4040.25,698,Medium,0.596
15584,184,20250215,2025-02-15,3,255989.01,0,0.0,564,Low,0.698
15585,185,20250215,2025-02-15,2,-8330.14,0,3844.1,737,High,0.305
15586,186,20250215,2025-02-15,2,-192836.63,1,5333.79,757,Medium,0.064
15587,187,20250215,2025-02-15,3,-240914.01,1,1569.75,696,Low,0.419
15588,188,20250215,2025-02-15,2,-50721.66,0,3353.58,762,Low,0.291
15589,189,20250215,2025-02-15,1,-256864.93,0,0.0,555,Medium,0.131
15590,190,20250215,2025-02-15,2,-66794.77,0,4580.61,725,Medium,0.363
15591,191,20250215,2025-02-15,1,-5240.2,0,6596.59,579,Medium,0.57
15592,192,20250215,2025-02-15,2,23566.93,2,8469.13,795,Low,0.483
15593,193,20250215,2025-02-15,2,397767.33,1,6055.27,791,Medium,0.185
15594,194,20250215,2025-02-15,2,22252.25,1,8607.27,717,Low,0.706
15595,195,20250215,2025-02-15,1,-173863.58,0,0.0,725,Low,0.428
15596,196,20250215,2025-02-15,3,431762.04,1,1994.66,779,Medium,0.686
15597,197,20250215,2025-02-15,3,30580.83,1,8119.45,809,Low,0.445
15598,198,20250215,2025-02-15,2,12969.2,2,10851.01,804,High,0.28
15599,199,20250215,2025-02-15,1,-15133.72,1,5868.52,568,Low,0.814
15600,200,20250215,2025-02-15,2,-317187.55,0,35.88,805,Low,0.869
15601,201,20250215,2025-02-15,3,697.23,0,3523.4,813,Medium,0.104
15602,202,20250215,2025-02-15,2,-80932.15,0,4087.14,828,Low,0.039
15603,203,20250215,2025-02-15,2,37063.28,2,8176.51,832,Medium,0.466
15604,204,20250215,2025-02-15,2,-2958.42,1,4881.55,665,Low,0.87
15605,205,20250215,2025-02-15,1,23829.91,0,7012.62,787,Low,0.451
15606,206,20250215,2025-02-15,1,-168986.7,0,0.0,606,Low,0.719
15607,207,20250215,2025-02-15,2,135869.85,0,499.32,612,Medium,0.087
15608,208,20250215,2025-02-15,2,22843.43,1,3038.86,637,Medium,0.817
15609,209,20250215,2025-02-15,1,-105581.79,0,0.0,798,Medium,0.414
15610,210,20250215,2025-02-15,2,35271.55,2,7336.31,686,Medium,0.556
15611,211,20250215,2025-02-15,1,32501.19,0,0.0,563,Low,0.414
15612,212,20250215,2025-02-15,2,497815.6,0,0.0,821,Medium,0.276
15613,213,20250215,2025-02-15,2,-253441.68,0,27.39,825,Low,0.793
15614,214,20250215,2025-02-15,3,-228265.71,0,7448.59,610,Medium,0.707
15615,215,20250215,2025-02-15,2,35515.4,1,8376.93,703,Medium,0.132
15616,216,20250215,2025-02-15,2,91585.54,0,0.0,783,High,0.759
15617,217,20250215,2025-02-15,4,7985.96,2,6756.73,782,Medium,0.302
15618,218,20250215,2025-02-15,3,100065.76,0,7096.37,734,Low,0.174
15619,219,20250215,2025-02-15,1,-47857.14,0,0.0,700,Medium,0.408
15620,220,20250215,2025-02-15,4,-229666.51,3,15375.8,610,High,0.51
15621,1,20250208,2025-02-08,2,-79152.51,0,4338.05,665,High,0.263
15622,2,20250208,2025-02-08,2,-242935.64,1,65.64,555,Medium,0.097
15623,3,20250208,2025-02-08,3,-280528.5,1,7388.26,754,Low,0.237
15624,4,20250208,2025-02-08,3,22940.96,1,6585.82,619,Low,0.231
15625,5,20250208,2025-02-08,2,-39347.71,1,293.34,562,Medium,0.823
15626,6,20250208,2025-02-08,3,481112.25,2,7821.98,835,High,0.178
15627,7,20250208,2025-02-08,2,-212730.33,0,0.0,734,Low,0.277
15628,8,20250208,2025-02-08,3,18541.47,1,3247.56,627,Medium,0.456
15629,9,20250208,2025-02-08,4,-128452.48,0,3924.19,652,Low,0.761
15630,10,20250208,2025-02-08,3,62403.77,1,5176.12,648,Low,0.794
15631,11,20250208,2025-02-08,1,36883.55,0,0.0,675,Medium,0.139
15632,12,20250208,2025-02-08,2,33848.43,0,2856.02,652,Medium,0.871
15633,13,20250208,2025-02-08,1,-182089.24,0,0.0,756,Medium,0.648
15634,14,20250208,2025-02-08,4,257284.75,2,2294.97,814,Low,0.664
15635,15,20250208,2025-02-08,3,8151.01,1,7176.84,796,High,0.912
15636,16,20250208,2025-02-08,3,439894.72,1,5998.16,731,Low,0.682
